,months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,ages_category,customer_category,Contract Years,total_premiums_paid,net_value_of_customer
496,321,44,284143,2008-04-23,IL,500/1000,2000,1344,6000000,443344,MALE,Associate,machine-op-inspct,hiking,husband,0,-39100,2015-02-12,Vehicle Theft,?,Trivial Damage,Police,NY,Northbend,4625 MLK Drive,7,1,?,1,2,NO,4680,520,0,4160,Accura,MDX,1999,N,Middle Aged,Long-Term Client,26.75,35952.0,31272.0
497,0,32,740518,2011-02-18,OH,500/1000,1000,1377,0,441363,MALE,College,tech-support,base-jumping,wife,61400,-41100,2015-01-17,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,1529 Elm Ridge,6,4,?,1,1,NO,39720,6620,6620,26480,Accura,MDX,2002,N,Middle Aged,,0.0,0.0,-39720.0
498,405,58,445289,2012-04-24,IL,250/500,500,1237,0,462683,MALE,MD,exec-managerial,exercise,not-in-family,0,-46900,2015-01-13,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,Arlington,2086 Francis Drive,11,1,?,0,0,?,63580,5780,5780,52020,Mercedes,ML350,1997,Y,Elderly,Long-Term Client,33.75,41748.75,-21831.25
499,304,49,599262,2001-09-25,IN,100/300,1000,1525,0,463184,FEMALE,PhD,craft-repair,camping,own-child,0,0,2015-01-21,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Northbend,9066 Best Ridge,2,1,YES,1,1,YES,73370,13340,6670,53360,Saab,95,2013,N,Middle Aged,Long-Term Client,25.333333333333332,38633.33333333333,-34736.66666666667
500,1,29,357949,2006-05-24,OH,500/1000,500,854,0,612826,FEMALE,JD,craft-repair,paintball,other-relative,52200,0,2015-01-01,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,7178 Best Drive,15,1,?,2,3,YES,86790,7890,23670,55230,Honda,CRV,2003,N,Young Adult,New Client,0.08333333333333333,71.16666666666667,-86718.83333333333
501,26,39,493161,1992-01-30,IN,250/500,1000,770,0,433155,MALE,Masters,tech-support,sleeping,husband,0,-53700,2015-02-18,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Columbus,9821 Francis Ave,0,1,NO,0,2,?,49800,9960,4980,34860,Mercedes,ML350,2015,N,Middle Aged,Established Client,2.1666666666666665,1668.3333333333335,-48131.666666666664
502,202,38,320251,2009-01-24,IL,100/300,2000,1132,0,616120,FEMALE,Associate,armed-forces,exercise,husband,0,-37500,2015-02-04,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,7061 Cherokee Drive,12,1,YES,1,1,NO,77440,7040,14080,56320,Nissan,Ultima,2005,N,Middle Aged,Long-Term Client,16.833333333333332,19055.333333333332,-58384.66666666667
503,289,48,231127,1995-08-29,IL,500/1000,500,1173,8000000,461744,FEMALE,PhD,handlers-cleaners,board-games,own-child,0,-42700,2015-01-09,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,1325 1st Lane,1,1,?,1,0,?,42900,8580,0,34320,Accura,TL,1999,N,Middle Aged,Long-Term Client,24.083333333333332,28249.75,-14650.25
504,61,26,766193,2011-07-31,OH,100/300,2000,1188,6000000,475916,FEMALE,JD,farming-fishing,skydiving,wife,0,-53800,2015-02-14,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,3769 Sky St,16,2,YES,1,0,NO,53820,11960,5980,35880,Ford,F150,2015,Y,Young Adult,Established Client,5.083333333333333,6039.0,-47781.0
505,334,46,555374,2013-01-05,IL,100/300,1000,876,6000000,454434,MALE,MD,sales,reading,other-relative,0,0,2015-01-03,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Hillsdale,8489 Pine Hwy,2,1,NO,2,1,NO,57330,12740,6370,38220,Jeep,Grand Cherokee,1998,N,Middle Aged,Long-Term Client,27.833333333333332,24382.0,-32948.0
506,12,24,491484,1994-11-18,IL,500/1000,1000,1143,0,464353,FEMALE,PhD,tech-support,paintball,other-relative,51400,0,2015-02-04,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Riverwood,6329 Apache Ave,13,3,NO,2,1,?,53370,5930,5930,41510,Nissan,Ultima,2011,N,Young Adult,New Client,1.0,1143.0,-52227.0
507,86,29,925128,2014-08-30,IL,100/300,2000,1409,0,610302,MALE,High School,prof-specialty,yachting,husband,74200,-68100,2015-01-30,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Northbrook,9293 Pine Lane,0,1,NO,2,2,YES,62920,9680,14520,38720,Accura,MDX,2005,N,Young Adult,Established Client,7.166666666666667,10097.833333333334,-52822.166666666664
508,83,24,265093,2006-01-01,IN,500/1000,1000,1070,0,462106,FEMALE,High School,machine-op-inspct,board-games,unmarried,0,0,2015-02-20,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Arlington,9224 Sky Drive,0,3,?,0,1,NO,61600,6160,12320,43120,Honda,CRV,2003,N,Young Adult,Established Client,6.916666666666667,7400.833333333334,-54199.166666666664
509,126,30,267808,1998-09-10,IL,500/1000,2000,916,0,431389,MALE,College,sales,golf,unmarried,55300,-58400,2015-01-07,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbend,8862 Maple Ridge,16,3,YES,2,0,NO,74160,6180,12360,55620,Mercedes,E400,2002,N,Young Adult,Established Client,10.5,9618.0,-64542.0
510,209,38,116735,2010-01-28,OH,250/500,500,1191,0,442866,MALE,High School,priv-house-serv,reading,husband,38600,-52900,2015-01-31,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,3492 Flute Lane,8,1,NO,2,0,?,80100,8900,8900,62300,Audi,A3,2015,N,Middle Aged,Long-Term Client,17.416666666666668,20743.25,-59356.75
511,283,48,963680,2003-01-04,OH,500/1000,1000,1474,0,446755,FEMALE,JD,sales,paintball,husband,0,-46200,2015-02-17,Parked Car,?,Trivial Damage,Police,NY,Hillsdale,6484 Tree Drive,9,1,?,2,3,NO,6560,820,820,4920,Volkswagen,Jetta,2003,N,Middle Aged,Long-Term Client,23.583333333333332,34761.83333333333,28201.83333333333
512,194,34,445694,2004-05-24,IL,250/500,1000,1193,0,464743,MALE,JD,other-service,hiking,not-in-family,0,0,2015-01-24,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,4554 Sky Ave,11,1,?,2,1,YES,58800,11760,5880,41160,Nissan,Pathfinder,1997,N,Middle Aged,Long-Term Client,16.166666666666668,19286.833333333336,-39513.166666666664
513,184,38,215534,1994-09-12,IL,250/500,1000,1437,0,437889,FEMALE,College,transport-moving,chess,not-in-family,0,0,2015-02-02,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,PA,Northbrook,5201 Texas Hwy,6,3,?,0,2,NO,53730,11940,5970,35820,Dodge,RAM,2013,Y,Middle Aged,Long-Term Client,15.333333333333334,22034.0,-31696.0
514,479,60,232854,1997-07-07,IL,100/300,2000,1304,0,473638,FEMALE,College,other-service,cross-fit,husband,0,0,2015-01-09,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Arlington,3982 Weaver Lane,18,1,NO,0,0,NO,60600,5050,10100,45450,Honda,Civic,2001,N,Elderly,Long-Term Client,39.916666666666664,52051.333333333336,-8548.666666666664
515,284,48,168260,1991-03-01,OH,250/500,1000,1168,0,444232,FEMALE,JD,tech-support,movies,other-relative,0,-42400,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,3660 Andromedia Hwy,11,1,?,0,3,YES,35750,6500,3250,26000,Mercedes,E400,2001,N,Middle Aged,Long-Term Client,23.666666666666668,27642.666666666664,-8107.333333333336
516,65,27,538955,2001-09-29,IN,100/300,1000,1164,0,477695,FEMALE,College,adm-clerical,exercise,wife,43000,-42500,2015-01-17,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,7135 Flute Lane,17,1,?,1,2,YES,42840,3570,7140,32130,Chevrolet,Silverado,2004,N,Young Adult,Established Client,5.416666666666667,6305.0,-36535.0
517,222,39,243226,2012-01-10,IL,250/500,1000,1232,0,458237,MALE,High School,armed-forces,hiking,own-child,87800,-51200,2015-02-09,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Springfield,4414 Solo Drive,21,3,?,1,0,NO,87960,14660,14660,58640,Jeep,Wrangler,1999,Y,Middle Aged,Long-Term Client,18.5,22792.0,-65168.0
518,196,41,246435,2001-07-05,IL,250/500,2000,1800,0,441499,MALE,JD,protective-serv,camping,other-relative,0,-78600,2015-01-14,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Hillsdale,2920 5th Ave,0,3,NO,1,0,NO,47800,4780,4780,38240,Jeep,Grand Cherokee,2009,N,Middle Aged,Long-Term Client,16.333333333333332,29400.0,-18400.0
519,253,43,582480,1991-08-07,IL,500/1000,500,1187,7000000,613436,FEMALE,Associate,tech-support,exercise,unmarried,46300,-33000,2015-02-02,Vehicle Theft,?,Trivial Damage,Police,NY,Northbrook,2986 MLK Drive,9,1,NO,0,1,?,3840,640,640,2560,Chevrolet,Tahoe,2014,N,Middle Aged,Long-Term Client,21.083333333333332,25025.916666666668,21185.916666666668
520,280,43,345539,2012-07-24,IN,100/300,1000,1559,0,448912,MALE,JD,transport-moving,hiking,own-child,0,-51600,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,1580 Maple Lane,1,1,NO,0,2,?,77000,14000,7000,56000,Accura,RSX,2004,N,Middle Aged,Long-Term Client,23.333333333333332,36376.666666666664,-40623.333333333336
521,5,26,924318,2014-07-27,IL,250/500,2000,1137,0,468872,FEMALE,PhD,farming-fishing,skydiving,not-in-family,31500,0,2015-01-25,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,3706 Texas Hwy,22,1,YES,1,3,?,88110,16020,16020,56070,Audi,A5,2003,N,Young Adult,New Client,0.4166666666666667,473.75,-87636.25
522,220,42,726880,1994-08-08,IN,100/300,1000,1281,0,619811,MALE,College,farming-fishing,hiking,other-relative,33500,-49500,2015-02-13,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbend,9109 Britain Drive,20,4,NO,0,2,YES,47740,4340,4340,39060,Honda,Civic,2005,N,Middle Aged,Long-Term Client,18.333333333333332,23485.0,-24255.0
523,85,30,190588,2001-12-09,OH,100/300,1000,796,0,614166,FEMALE,MD,craft-repair,video-games,own-child,72400,-77000,2015-02-20,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Northbend,2290 4th Ave,9,3,YES,2,1,YES,58960,5360,10720,42880,Ford,F150,2004,N,Young Adult,Established Client,7.083333333333333,5638.333333333333,-53321.666666666664
524,266,46,246705,1990-03-14,OH,250/500,500,1270,0,456600,FEMALE,Associate,tech-support,skydiving,own-child,0,-45800,2015-01-08,Parked Car,?,Minor Damage,Police,NC,Northbrook,4232 Britain Ridge,5,1,NO,1,2,?,2160,480,240,1440,Toyota,Corolla,2004,N,Middle Aged,Long-Term Client,22.166666666666668,28151.666666666664,25991.666666666664
525,41,26,619589,2006-03-28,IL,100/300,1000,1383,0,618405,FEMALE,JD,prof-specialty,exercise,own-child,46700,0,2015-02-28,Vehicle Theft,?,Trivial Damage,Police,SC,Riverwood,6677 Andromedia Drive,12,1,YES,1,1,?,6890,530,1060,5300,Jeep,Grand Cherokee,1997,N,Young Adult,Established Client,3.4166666666666665,4725.25,-2164.75
526,316,45,164988,2013-12-23,IL,100/300,2000,1290,5000000,430832,FEMALE,High School,prof-specialty,kayaking,husband,58300,0,2015-02-12,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,5868 Sky Hwy,6,3,NO,2,0,YES,78870,7170,14340,57360,Suburu,Legacy,2013,N,Middle Aged,Long-Term Client,26.333333333333332,33970.0,-44900.0
527,285,47,729534,1991-09-30,IN,100/300,1000,1216,0,610989,FEMALE,Masters,sales,basketball,other-relative,55100,0,2015-01-06,Vehicle Theft,?,Trivial Damage,Police,SC,Columbus,3053 Lincoln Drive,8,1,NO,1,1,NO,2700,300,300,2100,Ford,F150,2013,N,Middle Aged,Long-Term Client,23.75,28880.0,26180.0
528,379,54,505014,2001-12-27,IL,100/300,500,1251,0,447750,FEMALE,Associate,machine-op-inspct,kayaking,not-in-family,41400,0,2015-02-15,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Riverwood,7041 Tree Ridge,14,1,?,0,1,NO,75960,6330,6330,63300,Jeep,Grand Cherokee,2010,N,Middle Aged,Long-Term Client,31.583333333333332,39510.75,-36449.25
529,15,34,920826,2005-04-07,IN,250/500,2000,1586,0,608708,FEMALE,High School,sales,video-games,other-relative,33500,-58900,2015-01-20,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,7223 Embaracadero St,10,1,YES,1,3,?,75570,6870,13740,54960,BMW,X5,2010,Y,Middle Aged,New Client,1.25,1982.4999999999998,-73587.5
530,354,48,534982,2003-04-08,IL,500/1000,2000,1526,5000000,469650,FEMALE,Masters,sales,exercise,unmarried,0,0,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Columbus,8081 Flute Ridge,12,1,?,2,3,YES,90240,15040,15040,60160,Chevrolet,Malibu,1995,N,Middle Aged,Long-Term Client,29.5,45017.0,-45223.0
531,342,53,110408,2005-11-14,IN,100/300,1000,1028,0,602304,FEMALE,College,prof-specialty,dancing,not-in-family,0,0,2015-01-26,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Springfield,8618 Texas Lane,12,1,?,0,0,NO,80960,14720,7360,58880,Accura,MDX,2000,N,Middle Aged,Long-Term Client,28.5,29298.0,-51662.0
532,169,38,283052,2005-01-07,IL,100/300,1000,1555,0,459878,MALE,PhD,craft-repair,skydiving,own-child,23300,0,2015-01-25,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Riverwood,3508 Washington St,12,3,NO,1,3,YES,79080,6590,13180,59310,Mercedes,C300,2012,N,Middle Aged,Long-Term Client,14.083333333333334,21899.583333333336,-57180.416666666664
533,339,49,840806,1994-02-14,IN,500/1000,2000,1570,0,441142,MALE,JD,adm-clerical,paintball,not-in-family,98800,-65300,2015-01-18,Vehicle Theft,?,Minor Damage,None,SC,Columbus,2193 4th Ridge,13,1,NO,0,3,NO,6820,1240,620,4960,Mercedes,ML350,2009,N,Middle Aged,Long-Term Client,28.25,44352.5,37532.5
534,259,42,382394,1996-01-23,OH,100/300,2000,1170,0,465667,FEMALE,PhD,armed-forces,sleeping,wife,65000,-49200,2015-01-12,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Northbend,8897 Sky St,17,3,NO,1,2,YES,62590,5690,11380,45520,Nissan,Pathfinder,2006,N,Middle Aged,Long-Term Client,21.583333333333332,25252.5,-37337.5
535,65,23,876699,1999-12-12,OH,250/500,1000,1099,0,473109,FEMALE,College,sales,dancing,wife,0,-71900,2015-01-15,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Arlington,9611 Pine Ridge,14,1,NO,1,0,YES,52400,6550,6550,39300,Accura,MDX,2005,Y,Young Adult,Established Client,5.416666666666667,5952.916666666666,-46447.083333333336
536,254,46,871432,2004-07-15,IL,250/500,2000,1472,0,619794,MALE,MD,tech-support,basketball,husband,0,-90600,2015-01-10,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Arlington,7825 1st Ridge,3,3,?,1,3,YES,63580,5780,11560,46240,Volkswagen,Jetta,2004,N,Middle Aged,Long-Term Client,21.166666666666668,31157.333333333336,-32422.666666666664
537,440,55,379882,2012-11-07,IL,250/500,500,1275,0,602258,FEMALE,Associate,priv-house-serv,reading,other-relative,0,-56200,2015-01-23,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,3039 Oak Hwy,18,3,YES,2,1,NO,61400,6140,6140,49120,Nissan,Ultima,1995,N,Middle Aged,Long-Term Client,36.666666666666664,46750.0,-14650.0
538,478,63,852002,2009-06-29,IL,250/500,1000,1292,0,479724,MALE,High School,adm-clerical,paintball,own-child,47600,0,2015-02-21,Parked Car,?,Minor Damage,None,VA,Northbend,8204 Pine Lane,5,1,YES,1,3,NO,4700,940,470,3290,Dodge,Neon,2007,Y,Elderly,Long-Term Client,39.833333333333336,51464.66666666667,46764.66666666667
539,230,44,372891,2000-06-26,IN,250/500,2000,1009,0,442210,FEMALE,College,prof-specialty,hiking,other-relative,45400,-39400,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,9787 Andromedia Ave,19,1,NO,0,2,YES,74140,13480,13480,47180,BMW,X5,2015,N,Middle Aged,Long-Term Client,19.166666666666668,19339.166666666664,-54800.833333333336
540,138,30,689034,2002-01-09,OH,500/1000,500,1093,4000000,463291,FEMALE,PhD,other-service,reading,wife,27700,-72400,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,Hillsdale,9633 Rock Hwy,0,1,?,2,2,NO,83160,6930,13860,62370,Volkswagen,Jetta,2011,N,Young Adult,Established Client,11.5,12569.5,-70590.5
541,239,41,743092,2013-11-11,OH,250/500,1000,1325,7000000,474898,FEMALE,JD,farming-fishing,paintball,other-relative,51400,-6300,2015-02-18,Parked Car,?,Trivial Damage,Police,NC,Arlington,6303 1st Drive,22,1,?,0,2,YES,10790,1660,830,8300,Mercedes,E400,2013,N,Middle Aged,Long-Term Client,19.916666666666668,26389.583333333336,15599.583333333336
542,93,31,599174,2008-01-14,IL,100/300,2000,1017,0,431354,FEMALE,MD,prof-specialty,paintball,husband,0,0,2015-02-17,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,2014 Rock Ave,21,3,YES,1,3,NO,48070,8740,8740,30590,Saab,92x,2014,N,Middle Aged,Established Client,7.75,7881.75,-40188.25
543,37,25,421092,2003-03-04,OH,100/300,1000,1221,0,617460,FEMALE,Masters,protective-serv,golf,not-in-family,49300,0,2015-01-24,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Northbrook,8983 Tree St,4,3,YES,0,0,YES,51030,5670,11340,34020,Suburu,Impreza,1996,N,Young Adult,Established Client,3.0833333333333335,3764.75,-47265.25
544,254,40,349658,1994-06-07,IN,100/300,500,1927,0,609317,MALE,MD,prof-specialty,yachting,husband,0,0,2015-01-21,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Arlington,6260 5th Lane,10,1,YES,0,1,?,43280,0,5410,37870,Honda,Civic,1996,Y,Middle Aged,Long-Term Client,21.166666666666668,40788.16666666667,-2491.8333333333285
545,131,29,811042,2013-07-04,IN,250/500,1000,978,0,479821,FEMALE,Associate,sales,paintball,own-child,65700,0,2015-02-03,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Hillsdale,2725 Britain Ridge,5,1,?,1,3,NO,76400,15280,7640,53480,Suburu,Forrestor,2003,N,Young Adult,Established Client,10.916666666666666,10676.5,-65723.5
546,230,43,505316,2002-06-30,IN,100/300,2000,1221,0,473394,MALE,MD,prof-specialty,board-games,wife,48100,0,2015-01-07,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Hillsdale,3089 Oak Ridge,13,1,?,0,2,?,75460,13720,13720,48020,Audi,A5,2002,N,Middle Aged,Long-Term Client,19.166666666666668,23402.5,-52057.5
547,313,50,116645,2004-06-30,OH,100/300,2000,1255,0,603882,MALE,MD,armed-forces,polo,unmarried,0,0,2015-02-02,Multi-vehicle Collision,Side Collision,Major Damage,Other,OH,Northbrook,6206 3rd Ridge,18,3,YES,2,1,YES,69000,13800,6900,48300,Ford,F150,1995,Y,Middle Aged,Long-Term Client,26.083333333333332,32734.583333333332,-36265.41666666667
548,210,38,950880,1998-12-19,IN,250/500,500,999,0,615229,MALE,JD,tech-support,golf,other-relative,0,0,2015-01-13,Vehicle Theft,?,Minor Damage,Police,VA,Springfield,7240 5th Ridge,6,1,?,1,2,NO,8640,1440,720,6480,Accura,TL,2008,N,Middle Aged,Long-Term Client,17.5,17482.5,8842.5
549,101,29,788502,2014-08-31,OH,250/500,500,1380,0,620197,MALE,PhD,armed-forces,dancing,own-child,30000,-53000,2015-02-28,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Arlington,8100 3rd Ave,0,3,?,2,1,?,67210,12220,12220,42770,BMW,X6,1996,N,Young Adult,Established Client,8.416666666666666,11615.0,-55595.0
550,153,37,627486,2005-11-10,IN,500/1000,500,1010,0,438215,MALE,High School,transport-moving,basketball,unmarried,52300,-55600,2015-01-16,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Arlington,3282 4th Lane,5,3,?,0,3,NO,42500,4250,4250,34000,Volkswagen,Jetta,1999,N,Middle Aged,Long-Term Client,12.75,12877.5,-29622.5
551,337,53,498842,2000-05-04,OH,100/300,500,1205,0,444583,MALE,Associate,armed-forces,basketball,wife,0,-34600,2015-02-01,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Arlington,3227 Maple Ave,8,1,YES,0,1,NO,86400,14400,7200,64800,Accura,RSX,2001,N,Middle Aged,Long-Term Client,28.083333333333332,33840.41666666667,-52559.58333333333
552,360,51,550294,2001-11-26,IL,500/1000,1000,1526,0,471866,MALE,Masters,handlers-cleaners,chess,not-in-family,0,-32900,2015-01-30,Vehicle Theft,?,Minor Damage,Police,SC,Hillsdale,4264 Lincoln Ridge,5,1,YES,2,2,?,4620,840,840,2940,Dodge,RAM,2009,Y,Middle Aged,Long-Term Client,30.0,45780.0,41160.0
553,428,53,328387,2014-05-06,IL,100/300,1000,1496,0,616884,FEMALE,High School,tech-support,camping,unmarried,0,0,2015-02-16,Parked Car,?,Trivial Damage,Police,NC,Springfield,2215 Best Ave,9,1,YES,2,2,NO,6930,630,1260,5040,Honda,CRV,2013,N,Middle Aged,Long-Term Client,35.666666666666664,53357.333333333336,46427.333333333336
554,204,40,540152,1991-01-27,IL,100/300,500,1256,0,448310,FEMALE,JD,sales,hiking,not-in-family,0,0,2015-01-07,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,5363 Weaver Lane,10,3,YES,1,2,YES,41700,8340,7398,25020,Saab,95,2013,N,Middle Aged,Long-Term Client,17.0,21352.0,-20348.0
555,364,51,385932,1992-04-28,IL,100/300,500,1268,0,478902,MALE,Masters,transport-moving,board-games,wife,0,0,2015-01-10,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Northbrook,2397 Cherokee Ave,16,1,YES,2,1,NO,77330,14060,14060,49210,Volkswagen,Jetta,2014,Y,Middle Aged,Long-Term Client,30.333333333333332,38462.66666666667,-38867.33333333333
556,185,35,618682,2000-03-04,IN,500/1000,2000,1421,0,442695,MALE,College,other-service,sleeping,own-child,0,0,2015-01-31,Vehicle Theft,?,Trivial Damage,Police,WV,Arlington,9794 Embaracadero St,8,1,?,2,3,YES,4950,900,450,3600,Ford,F150,2011,N,Middle Aged,Long-Term Client,15.416666666666666,21907.083333333336,16957.083333333336
557,63,26,550930,1995-10-12,IL,500/1000,500,1500,6000000,613826,MALE,PhD,craft-repair,polo,own-child,0,-36500,2015-02-13,Vehicle Theft,?,Minor Damage,Police,NC,Northbrook,1810 Elm Hwy,5,1,NO,0,2,YES,5160,860,860,3440,Accura,TL,2004,N,Young Adult,Established Client,5.25,7875.0,2715.0
